Date,Close/Last,Volume,Open,High,Low
01/21/2022,22.17,16036,22.26,22.46,22.09
01/20/2022,22.3603,14008,22.64,22.775,22.3603
01/19/2022,22.5404,11292,22.78,22.85,22.53
01/18/2022,22.7209,50839,22.95,22.95,22.67
01/14/2022,23.0921,22467,22.96,23.0921,22.95
01/13/2022,23.0202,37243,23.28,23.33,23.02
01/12/2022,23.2998,23022,23.35,23.36,23.25
01/11/2022,23.24,33372,23.02,23.27,23.02
01/10/2022,23.0994,33304,22.98,23.14,22.83
01/07/2022,23.1025,30992,23.12,23.1799,23.03
01/06/2022,23.2004,16286,23.205,23.26,23.15
01/05/2022,23.21,29513,23.4,23.41,23.2
01/04/2022,23.3942,22163,23.41,23.4259,23.32
01/03/2022,23.43,7836,23.44,23.47,23.4039
