Date,Close/Last,Volume,Open,High,Low
03/21/2022,23.75,1656,23.69,23.75,23.69
03/18/2022,23.1847,4132,23.51,23.53,23.1847
03/17/2022,23.38,503,23.37,23.38,23.33
03/16/2022,23.35,N/A,23.35,23.35,23.35
03/15/2022,23.35,N/A,23.35,23.35,23.35
03/14/2022,23.35,N/A,23.35,23.35,23.35
03/11/2022,23.35,N/A,23.35,23.35,23.35
03/10/2022,23.35,1972,23.38,23.38,23.345
03/09/2022,23.34,N/A,23.34,23.34,23.34
03/08/2022,23.34,782,23.37,23.37,23.34
03/07/2022,23.385,N/A,23.385,23.385,23.385
03/04/2022,23.385,4900,23.5,23.5,23.385
03/03/2022,23.4416,N/A,23.4416,23.4416,23.4416
03/02/2022,23.4416,N/A,23.4416,23.4416,23.4416
03/01/2022,23.4416,N/A,23.4416,23.4416,23.4416
02/28/2022,23.4416,N/A,23.4416,23.4416,23.4416
02/25/2022,23.4416,N/A,23.4416,23.4416,23.4416
02/24/2022,23.4416,202,23.4,23.4416,23.4
02/23/2022,23.605,N/A,23.605,23.605,23.605
02/22/2022,23.605,N/A,23.605,23.605,23.605
02/18/2022,23.605,N/A,23.605,23.605,23.605
02/17/2022,23.605,N/A,23.605,23.605,23.605
02/16/2022,23.605,N/A,23.605,23.605,23.605
02/15/2022,23.605,N/A,23.605,23.605,23.605
02/14/2022,23.605,503,23.64,23.64,23.605
02/11/2022,23.6372,705,23.66,23.69,23.6372
02/10/2022,23.8731,1201,23.95,24,23.8731
02/09/2022,24.058,451,24.05,24.1,24.05
02/08/2022,23.8644,1421,23.81,23.91,23.81
02/07/2022,23.7699,282,23.84,23.84,23.7699
02/04/2022,23.9133,5678,23.935,23.96,23.9133
02/03/2022,23.8179,536,23.9,23.91,23.8179
02/02/2022,24.2253,260,24.195,24.2253,24.195
02/01/2022,24.0924,N/A,24.0924,24.0924,24.0924
01/31/2022,24.0924,486,23.8178,24.0924,23.8178
01/28/2022,23.8053,1331,23.6873,23.8053,23.6873
01/27/2022,23.645,302,23.71,23.71,23.645
01/26/2022,23.729,3511,23.86,23.95,23.729
01/25/2022,23.9432,N/A,23.9432,23.9432,23.9432
01/24/2022,23.9432,7213,23.81,23.9432,23.69
01/21/2022,24.07,1100,24.06,24.07,24.06
01/20/2022,24.1606,681,24.51,24.51,24.1606
01/19/2022,24.3192,3764,24.58,24.58,24.3192
01/18/2022,24.4749,743,24.56,24.56,24.4749
01/14/2022,24.7366,N/A,24.7366,24.7366,24.7366
01/13/2022,24.7366,611,25,25,24.7366
01/12/2022,25.105,151,25.165,25.165,25.105
01/11/2022,25.0522,1565,25.0467,25.07,25.02
01/10/2022,24.85,2147,24.76,24.85,24.76
01/07/2022,24.8614,104,24.8219,24.8614,24.8219
01/06/2022,25.0266,5286,25,25.13,24.96
01/05/2022,25.37,2823,25.375,25.375,25.32
01/04/2022,25.5228,9301,25.67,25.68,25.47
01/03/2022,25.7052,1683,25.699,25.74,25.699
